,id,created_at,edit_history_tweet_ids,text,withheld
118,1.5622111175476265e+18,2022-08-23 22:52:09+00:00,['1562211117547626496'],RT @DONJAZZY: It’s that time again when we bring to you another young talent from the Mavin Academy. Meet BAYANNI. He has gone through seri…,
119,1.562169999367803e+18,2022-08-23 20:08:46+00:00,['1562169999367802882'],RT @FORL4R: @ajiboolaa Ę tun ti n parboil hoeboe. Oga oh,
120,1.5621480806104187e+18,2022-08-23 18:41:40+00:00,['1562148080610418688'],RT @twyse_116: VISIT ISONU 😭🤦🏽‍♂️ https://t.co/c6xbhTTRb2,
121,1.5620903097644974e+18,2022-08-23 14:52:06+00:00,['1562090309764497411'],Lmaoo. Sore loser https://t.co/toWoSJg7fr,
122,1.562085213349503e+18,2022-08-23 14:31:51+00:00,['1562085213349502976'],Lmaooo https://t.co/u2iudY1YEM,
123,1.5620295879153132e+18,2022-08-23 10:50:49+00:00,['1562029587915313154'],@bigfeo_ Lmaooo... bonkers,
124,1.5620176019239895e+18,2022-08-23 10:03:11+00:00,['1562017601923989504'],"RT @YannickBolasie: You see the respect man have for Roy Keane…he’s really that guy, them glory days everyone remembers he was at the foref…",
125,1.5620151609103483e+18,2022-08-23 09:53:29+00:00,['1562015160910348289'],RT @AlternativeMUFC: https://t.co/O0iDu675Ug,
126,1.5618692102127944e+18,2022-08-23 00:13:32+00:00,['1561869210212794369'],RT @Sanchooo10: Great reaction from the boys tonight! 🔥 https://t.co/fhnoH23F1n,
127,1.5618678460948152e+18,2022-08-23 00:08:07+00:00,['1561867846094815235'],@Sanchooo10 Baller,
128,1.5618675876586865e+18,2022-08-23 00:07:05+00:00,['1561867587658686466'],"RT @LisandrMartinez: U N I T E D!! 💪🏼🔴 
Great team &amp; fighting spirit, only the first step but an important one to keep growing stronger tog…",
129,1.561867577890054e+18,2022-08-23 00:07:03+00:00,['1561867577890054148'],Proof that size doesn't matter https://t.co/BZ7a3k8hCu,
130,1.561866937201836e+18,2022-08-23 00:04:30+00:00,['1561866937201836032'],@LisandrMartinez @ManUtd Licha!,
131,1.561866449240703e+18,2022-08-23 00:02:34+00:00,['1561866449240702976'],RT @Jitokeze: Hey @LFC 👋,
132,1.5618655853189243e+18,2022-08-22 23:59:08+00:00,['1561865585318924289'],"RT @ManUtd: WHAT. A. WIN! 😍

#MUFC || #MUNLIV",
133,1.5618644584519516e+18,2022-08-22 23:54:39+00:00,['1561864458451951617'],RT @iam_wilsons: Shaw might be needing a seat belt on that bench.,
134,1.561847715075707e+18,2022-08-22 22:48:07+00:00,['1561847715075706880'],RT @MarcusRashford: Fantastic team performance. It’s just what we needed #MUNLIV,
135,1.5618375952143647e+18,2022-08-22 22:07:54+00:00,['1561837595214364672'],RT @FaruqBashar: “Manchester United is Mid” - someone that made this phone 😭 https://t.co/dy2JIuKTjS,
136,1.5618374132903444e+18,2022-08-22 22:07:11+00:00,['1561837413290344448'],"RT @FaruqBashar: No more MC Fred, No more Maguire 😭 https://t.co/X9N4hvS7ij",
137,1.5618372336105718e+18,2022-08-22 22:06:28+00:00,['1561837233610571776'],@FaruqBashar Lmao,
138,1.5618371351282975e+18,2022-08-22 22:06:05+00:00,['1561837135128297472'],RT @FaruqBashar: So after all Blue house initial Gra Gra they are only 1 point ahead of us https://t.co/RzTuSWnJNI,
139,1.5618325725393428e+18,2022-08-22 21:47:57+00:00,['1561832572539342848'],RT @utdreport: Look what it means for @TyrellMalaciia 💪❤️ https://t.co/9yDhYpGkgW,
