Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
129,1.5603896844083282e+18,2022-08-18 22:14:26+00:00,['1560389684408328193'],"@eleven_cent @HyperFireBlazed @KEEMSTAR I mean, I literally studied programming and binary code for 5 years. But like, sure. Too busy with uni to make a program tbh",   i mean i literally studied programming and binary code for 5 years but like sure too busy with uni to make a program tbh,True,False
130,1.5603887497915638e+18,2022-08-18 22:10:43+00:00,['1560388749791563776'],@eleven_cent @HyperFireBlazed @KEEMSTAR I’m sure you’d find another protected group to go after,   i’m sure you’d find another protected group to go after,True,False
131,1.5603879489185423e+18,2022-08-18 22:07:32+00:00,['1560387948918542337'],"@eleven_cent @HyperFireBlazed @KEEMSTAR Ya know what, that genuinely would be lovely to have. Would make life hella easier!",   ya know what that genuinely would be lovely to have would make life hella easier,True,False
132,1.5603875438535803e+18,2022-08-18 22:05:55+00:00,['1560387543853580296'],"@eleven_cent @HyperFireBlazed @KEEMSTAR Oooo ableism, that’s so quirky of you!",   oooo ableism that’s so quirky of you,True,False
133,1.5603874279902126e+18,2022-08-18 22:05:28+00:00,['1560387427990212611'],@GOOBED @swordsainttt @HyperFireBlazed @KEEMSTAR It’s beyond hilarious! Honestly making my evening 😂,    it’s beyond hilarious honestly making my evening ,True,False
134,1.5603872598908928e+18,2022-08-18 22:04:48+00:00,['1560387259890892801'],"@eleven_cent @HyperFireBlazed @KEEMSTAR Bro, I didn’t do a thing. My ancestors aren’t even from Britain. But pop off I guess? Didn’t know a British phrase would cause so much stress. Have you considered therapy?",   bro i didn’t do a thing my ancestors aren’t even from britain but pop off i guess didn’t know a british phrase would cause so much stress have you considered therapy,True,False
135,1.560386637728809e+18,2022-08-18 22:02:19+00:00,['1560386637728808961'],"@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR How odd! I’d consider myself a “masculine woman” yet I’m in a committed and loving relationship. Actually, we haven’t argued at all… because there is no power struggle or imbalance… because my partner isn’t threatened by me having traits you’d consider masculine. Wild! 😂",    how odd i’d consider myself a “masculine woman” yet i’m in a committed and loving relationship actually we haven’t argued at all… because there is no power struggle or imbalance… because my partner isn’t threatened by me having traits you’d consider masculine wild ,True,False
136,1.5603858232243036e+18,2022-08-18 21:59:05+00:00,['1560385823224303616'],"@eleven_cent @HyperFireBlazed @KEEMSTAR So are mine? Like, I wasn’t referring to your sexuality. I was talking about your attitude. It’s a phrase here in the UK, didn’t realise it wasn’t one elsewhere.",   so are mine like i wasn’t referring to your sexuality i was talking about your attitude it’s a phrase here in the uk didn’t realise it wasn’t one elsewhere,True,False
137,1.560385557078983e+18,2022-08-18 21:58:02+00:00,['1560385557078982656'],"@IAmJonFox @Extinq_ @huhgin_ @HyperFireBlazed @KEEMSTAR I mean, sure. If you think something that has been happening since 2130 BC is an abomination, that’s a you problem.",     i mean sure if you think something that has been happening since 2130 bc is an abomination that’s a you problem,True,False
138,1.560385070770393e+18,2022-08-18 21:56:06+00:00,['1560385070770393091'],"@Extinq_ @IAmJonFox @huhgin_ @HyperFireBlazed @KEEMSTAR Actually men have been wearing them since 2130 BC! So it’s actually a historical trend, nothing new nor propaganda 😊",     actually men have been wearing them since 2130 bc so it’s actually a historical trend nothing new nor propaganda ,True,False
139,1.56038460225817e+18,2022-08-18 21:54:14+00:00,['1560384602258169858'],"@eleven_cent @HyperFireBlazed @KEEMSTAR Do you, ya know, wanna point the joke out to me? Or was it not a joke and you just showed your true colours?",   do you ya know wanna point the joke out to me or was it not a joke and you just showed your true colours,True,False
141,1.5603836224520724e+18,2022-08-18 21:50:20+00:00,['1560383622452072453'],"@IAmJonFox @Extinq_ @huhgin_ @HyperFireBlazed @KEEMSTAR Men used to wear skirts my guy, this is no different 😂",     men used to wear skirts my guy this is no different ,True,False
142,1.5603834781680108e+18,2022-08-18 21:49:46+00:00,['1560383478168010757'],"@eleven_cent @HyperFireBlazed @KEEMSTAR Hate to break it to ya but I have a condition that makes it even more difficult to figure out if something is a joke or not. So if you could point out the joke to me, that’d be great.",   hate to break it to ya but i have a condition that makes it even more difficult to figure out if something is a joke or not so if you could point out the joke to me that’d be great,True,False
143,1.5603830964778598e+18,2022-08-18 21:48:15+00:00,['1560383096477859840'],"@IAmJonFox @Extinq_ @huhgin_ @HyperFireBlazed @KEEMSTAR Idk, I think this is pretty damn masculine! Like, he’s comfortable in his own skin and looks so good! I mean, skirts were initially created and worn by men. A dress aint much different 😊 https://t.co/ssdJNJyDtP",     idk i think this is pretty damn masculine like he’s comfortable in his own skin and looks so good i mean skirts were initially created and worn by men a dress aint much different  ,True,False
144,1.5603824144924017e+18,2022-08-18 21:45:32+00:00,['1560382414492401664'],"@eleven_cent @HyperFireBlazed @KEEMSTAR I’m deadly serious. Like, what’s wrong with a woman being certified to drive a damn forklift? Pretty silly thinking that’s a bad thing! Saves you doing more work. Shared responsibilities and all.",   i’m deadly serious like what’s wrong with a woman being certified to drive a damn forklift pretty silly thinking that’s a bad thing saves you doing more work shared responsibilities and all,True,False
145,1.560378795697242e+18,2022-08-18 21:31:09+00:00,['1560378795697242113'],@GOOBED @HyperFireBlazed @KEEMSTAR They don’t have a response. They all go quiet very fast!,   they don’t have a response they all go quiet very fast,True,False
146,1.5603786335749243e+18,2022-08-18 21:30:31+00:00,['1560378633574924288'],@S_mugaa @KEEMSTAR Last time I checked memes were supposed to be funny? Right? Nothing about that video is even slightly amusing.,  last time i checked memes were supposed to be funny right nothing about that video is even slightly amusing,True,False
147,1.5603782582476145e+18,2022-08-18 21:29:01+00:00,['1560378258247614465'],"@RandoCide @ThatOnePersonSu @HyperFireBlazed @KEEMSTAR I know, but it’s rather funny. Just exposing themselves",    i know but it’s rather funny just exposing themselves,True,False
149,1.5603753713877647e+18,2022-08-18 21:17:33+00:00,['1560375371387764737'],@eleven_cent @HyperFireBlazed @KEEMSTAR What’s wrong with that?,   what’s wrong with that,True,False
150,1.5603751833193925e+18,2022-08-18 21:16:48+00:00,['1560375183319392260'],@ThatOnePersonSu @HyperFireBlazed @KEEMSTAR That’s such a cop out response.,   that’s such a cop out response,True,False
151,1.5603647992754586e+18,2022-08-18 20:35:32+00:00,['1560364799275458563'],@cyberwark7 @HilsNoglander @KEEMSTAR Context*,   context,True,False
152,1.5603619669961687e+18,2022-08-18 20:24:17+00:00,['1560361966996168709'],"@cyberwark7 @HilsNoglander @KEEMSTAR Okay, so tell me the context.",   okay so tell me the context,True,False
153,1.5603618843683963e+18,2022-08-18 20:23:58+00:00,['1560361884368396288'],"@cyberwark7 @KEEMSTAR But it’s not tho. Andrew Tate is a known abuser, plain and simple. He is influencing boys to be just like him. Also, nothing wrong with boys being feminine, as long as they’re happy.",  but it’s not tho andrew tate is a known abuser plain and simple he is influencing boys to be just like him also nothing wrong with boys being feminine as long as they’re happy,True,False
154,1.5603575755389092e+18,2022-08-18 20:06:50+00:00,['1560357575538909184'],@HilsNoglander @KEEMSTAR Because this isn’t abusive? Weird take bro https://t.co/ralaxMIB0j,  because this isn’t abusive weird take bro ,True,False
155,1.560355967581274e+18,2022-08-18 20:00:27+00:00,['1560355967581274112'],"@lil_cheeto_puff @adnane_bassam @KEEMSTAR You’re correct. I just refer to them as extremists tho, because they’ve taken things too far. Just like how Andrew Tate is an extremist.",   you’re correct i just refer to them as extremists tho because they’ve taken things too far just like how andrew tate is an extremist,True,False
156,1.56035295872589e+18,2022-08-18 19:48:29+00:00,['1560352958725890049'],"@adnane_bassam @KEEMSTAR Feminists want equality for the sexes. The ones who hate men are extremists, which is common in all groups and beliefs.",  feminists want equality for the sexes the ones who hate men are extremists which is common in all groups and beliefs,True,False
157,1.5603503697078764e+18,2022-08-18 19:38:12+00:00,['1560350369707876353'],@HyperFireBlazed @KEEMSTAR Emasculate you? In what way?,  emasculate you in what way,True,False
158,1.5603440232687903e+18,2022-08-18 19:12:59+00:00,['1560344023268790275'],@KEEMSTAR No. We’re mad that he’s teaching boys how to be abusive and misogynistic. Not because they’re “typical boys”., no we’re mad that he’s teaching boys how to be abusive and misogynistic not because they’re “typical boys”,True,False
159,1.560343699426517e+18,2022-08-18 19:11:42+00:00,['1560343699426516994'],@Momme07824635 @KEEMSTAR Oh my god. I expected better from a Liverpool supporter…,  oh my god i expected better from a liverpool supporter…,True,False
160,1.5602219315211182e+18,2022-08-18 11:07:50+00:00,['1560221931521118208'],@superduded13 @FallGuysGame Same here!!!,  same here,True,False
161,1.5602099233671086e+18,2022-08-18 10:20:07+00:00,['1560209923367108608'],@philotbh @RealChiluffy @strawhatahmedd Nah cause we say the same in the westcountry. Maccies all the way!,   nah cause we say the same in the westcountry maccies all the way,True,False
162,1.5600722835065733e+18,2022-08-18 01:13:11+00:00,['1560072283506573313'],"@mgcsvinyI The day they went on sale, so roughly 2 years 😅", the day they went on sale so roughly 2 years ,True,False
163,1.56004655076787e+18,2022-08-17 23:30:56+00:00,['1560046550767869953'],@gigsandtours 5SOS obviously, 5sos obviously,True,False
164,1.5600463541640645e+18,2022-08-17 23:30:09+00:00,['1560046354164064259'],"@bananacrusher69 @foolish_peaches @JackManifoldTV @Michael5SOS I know, I live in the northern hemisphere myself. Just making it clear it ain’t summer everywhere like people assume 😅",    i know i live in the northern hemisphere myself just making it clear it ain’t summer everywhere like people assume ,True,False
165,1.5599296595083633e+18,2022-08-17 15:46:27+00:00,['1559929659508363266'],@bananacrusher69 @foolish_peaches @JackManifoldTV @Michael5SOS It isn’t summer everywhere haha,    it isn’t summer everywhere haha,True,False
166,1.5598709900831498e+18,2022-08-17 11:53:19+00:00,['1559870990083149824'],"@JackManifoldTV @JackManifoldTwo @Michael5SOS I will stay up until you go live, even if it involves me downing coffee. And i don’t like coffee…",   i will stay up until you go live even if it involves me downing coffee and i don’t like coffee…,True,False
167,1.5598641277613548e+18,2022-08-17 11:26:03+00:00,['1559864127761354753'],@_georgia__w Awh I saw them last tour! What an experience right?!?, awh i saw them last tour what an experience right,True,False
168,1.5596134298701988e+18,2022-08-16 18:49:52+00:00,['1559613429870198786'],@WildflowerCas Hello, hello,True,False
169,1.5596133985723228e+18,2022-08-16 18:49:45+00:00,['1559613398572322825'],It’s finally cold enough to wear my new oodie. I have peaked in happiness.,it’s finally cold enough to wear my new oodie i have peaked in happiness,True,False
170,1.5595258773519442e+18,2022-08-16 13:01:58+00:00,['1559525877351944192'],@francisflake Absolutely devastated, absolutely devastated,True,False
171,1.559525781981827e+18,2022-08-16 13:01:35+00:00,['1559525781981827072'],@JerkyWorms Yes please I need cheering up, yes please i need cheering up,True,False
172,1.559496322679546e+18,2022-08-16 11:04:32+00:00,['1559496322679545857'],Time to drown my sorrows https://t.co/lnsoOWJyUp,time to drown my sorrows ,True,False
173,1.5594854226229658e+18,2022-08-16 10:21:13+00:00,['1559485422622965761'],@LlVinLaVidaLoca Before or after the Vukovi gig then? whatever works best for you since I haven’t booked my travel yet 😂, before or after the vukovi gig then whatever works best for you since i haven’t booked my travel yet ,True,False
174,1.5594754867907666e+18,2022-08-16 09:41:44+00:00,['1559475486790766594'],@Sammysonmars I’m in tears. Birthday gig gone… 3rd time trying to see them live…, i’m in tears birthday gig gone… 3rd time trying to see them live…,True,False
